"","A","B","C"
"7095",0,0,0
"7096",0,1,0
"7097",1,1,1
"7098",1,1,1
"7099",1,1,1
"7100",0,0,0
"7101",0,0,1
"7102",1,1,1
"7103",1,0,0
"7104",1,0,1
"7105",0,0,0
"7106",1,0,0
"7107",0,1,0
"7108",0,0,0
"7109",1,1,1
"7110",1,1,1
"7111",1,1,1
"7112",1,1,1
"7113",1,1,1
"7114",1,0,1
"7115",1,1,1
"7116",1,0,1
"7117",1,1,1
"7118",1,1,1
"7119",0,0,0
"7120",1,0,1
"7121",1,1,1
"7122",0,1,1
"7123",1,1,1
"7124",1,1,1
"7125",0,0,0
"7126",0,1,0
"7127",1,0,1
"7128",1,1,0
"7129",1,0,1
"7130",1,1,1
"7131",0,0,0
"7132",1,1,1
"7133",1,1,1
"7134",1,1,1
"7135",1,0,1
"7136",1,1,1
"7137",1,0,1
"7138",0,1,1
"7139",0,0,0
"7140",0,0,0
"7141",1,1,1
"7142",1,1,1
"7143",0,0,0
"7144",0,0,0
"7145",1,1,1
"7146",0,1,1
"7147",1,0,0
"7148",1,1,1
"7149",1,1,1
"7150",1,1,1
"7151",1,0,1
"7152",1,1,1
"7153",1,1,1
"7154",1,0,1
"7155",0,0,0
"7156",1,0,1
"7157",1,1,1
"7158",1,1,1
"7159",1,0,1
"7160",1,1,1
"7161",0,1,1
"7162",1,1,1
"7163",1,1,1
"7164",1,1,1
"7165",1,1,1
"7166",1,1,1
"7167",0,0,0
"7168",1,1,1
"7169",1,1,1
"7170",1,0,1
"7171",1,1,1
"7172",0,1,0
"7173",1,1,1
"7174",0,0,1
"7175",1,0,0
"7176",1,1,1
"7177",1,0,0
"7178",1,1,1
"7179",1,1,1
"7180",1,1,1
"7181",1,1,1
"7182",1,1,1
"7183",0,0,1
"7184",0,0,0
"7185",1,1,1
"7186",1,1,1
"7187",1,1,1
"7188",1,0,0
"7189",1,1,1
"7190",1,1,1
"7191",1,1,1
"7192",1,1,1
"7193",1,0,1
"7194",0,0,0
"7195",0,0,0
"7196",1,1,1
"7197",1,0,1
"7198",1,1,1
"7199",1,1,1
"7200",1,0,1
"7201",0,1,1
"7202",1,1,1
"7203",1,1,1
"7204",1,1,1
"7205",1,1,1
"7206",1,0,0
"7207",1,1,1
"7208",0,0,0
"7209",0,1,1
"7210",0,0,0
"7211",1,1,1
"7212",1,1,1
"7213",1,1,1
"7214",1,0,1
"7215",1,1,1
"7216",1,0,1
"7217",0,0,0
"7218",1,1,1
"7219",0,1,1
"7220",0,1,1
"7221",0,0,0
"7222",1,1,0
"7223",1,1,1
"7224",1,1,0
"7225",1,1,1
"7226",1,1,1
"7227",0,1,1
"7228",1,1,1
"7229",1,1,1
"7230",1,0,0
"7231",1,0,0
"7232",0,0,0
"7233",0,1,0
"7234",0,1,1
"7235",1,1,1
"7236",1,1,1
"7237",1,1,1
"7238",1,1,1
"7239",1,1,1
"7240",0,1,1
"7241",1,0,1
"7242",1,1,1
"7243",1,1,1
"7244",1,1,1
"7245",1,0,1
"7246",0,1,0
"7247",1,1,1
"7248",0,0,0
"7249",0,0,0
"7250",0,1,1
"7251",0,0,0
"7252",0,1,1
"7253",1,0,1
"7254",1,1,1
"7255",0,0,0
"7256",1,1,1
"7257",0,0,0
"7258",1,1,1
"7259",1,0,1
"7260",1,1,1
"7261",0,0,0
"7262",0,0,0
"7263",0,1,1
"7264",1,1,1
"7265",0,1,1
"7266",0,1,1
"7267",1,1,1
"7268",1,1,1
"7269",1,1,1
"7270",1,0,1
"7271",0,0,1
"7272",0,1,0
"7273",1,1,1
"7274",1,0,1
"7275",0,0,0
"7276",1,1,1
"7277",1,0,0
"7278",1,1,1
"7279",0,0,1
"7280",1,1,1
"7281",1,1,1
"7282",1,1,1
"7283",1,1,1
"7284",1,1,1
"7285",0,0,1
"7286",1,1,1
"7287",1,0,1
"7288",0,1,0
"7289",1,0,0
"7290",1,1,1
"7291",0,0,1
"7292",1,1,1
"7293",1,1,1
"7294",1,1,1
"7295",1,1,1
"7296",0,0,0
"7297",1,1,1
"7298",0,0,0
"7299",1,1,1
"7300",0,0,1
"7301",1,1,1
"7302",0,1,1
"7303",1,1,1
"7304",1,1,1
"7305",0,0,0
"7306",1,1,1
"7307",0,1,1
"7308",1,1,1
"7309",0,0,1
"7310",0,1,1
"7311",1,1,1
"7312",1,1,1
"7313",0,1,0
"7314",1,1,1
"7315",0,1,1
"7316",1,1,1
"7317",1,1,1
"7318",0,0,0
"7319",0,0,0
"7320",1,1,1
"7321",1,1,1
"7322",0,0,0
"7323",0,0,0
"7324",1,1,1
"7325",1,1,1
"7326",1,1,1
"7327",1,1,1
"7328",0,1,1
"7329",1,1,1
"7330",0,0,0
"7331",1,1,1
"7332",1,0,0
"7333",1,1,1
"7334",1,0,1
"7335",0,0,0
"7336",1,1,1
"7337",1,1,1
"7338",1,1,1
"7339",1,1,1
"7340",0,0,0
"7341",1,1,1
"7342",1,1,1
"7343",1,1,1
"7344",1,1,1
"7345",1,0,0
"7346",0,0,0
"7347",0,0,0
"7348",1,1,1
"7349",1,1,1
"7350",0,0,0
"7351",0,1,1
"7352",1,1,0
"7353",1,1,1
"7354",0,1,1
"7355",1,1,1
"7356",0,1,0
"7357",1,1,1
"7358",1,1,1
"7359",0,0,1
"7360",1,1,1
"7361",0,0,0
"7362",1,1,1
"7363",1,1,1
"7364",0,1,1
"7365",1,1,1
"7366",1,1,1
"7367",1,1,1
"7368",1,1,1
"7369",1,1,1
"7370",1,0,0
"7371",1,1,1
"7372",1,0,1
"7373",1,1,1
"7374",1,0,0
"7375",1,1,1
"7376",1,0,1
"7377",0,1,1
"7378",1,0,0
"7379",1,1,1
"7380",1,1,1
"7381",0,1,1
"7382",1,1,1
"7383",0,1,1
"7384",0,0,0
"7385",0,1,1
"7386",1,0,1
"7387",0,0,1
"7388",1,1,1
"7389",1,1,1
"7390",0,0,0
"7391",1,0,1
"7392",1,1,1
"7393",1,1,1
"7394",1,1,1
"7395",1,1,1
"7396",1,1,1
"7397",0,0,1
"7398",0,1,1
"7399",1,1,1
"7400",0,1,0
"7401",1,1,1
"7402",0,1,1
"7403",1,1,1
"7404",0,0,0
"7405",1,1,1
"7406",1,1,1
"7407",1,1,1
"7408",1,0,0
"7409",0,0,0
"7410",1,0,0
"7411",1,0,1
"7412",1,1,1
"7413",0,1,1
"7414",1,0,0
"7415",1,1,1
"7416",0,0,0
"7417",0,1,1
"7418",1,0,0
"7419",0,1,0
"7420",1,1,1
"7421",1,0,0
"7422",1,1,1
"7423",1,0,1
"7424",0,0,0
"7425",0,1,1
"7426",0,0,0
"7427",1,1,1
"7428",1,1,1
"7429",1,1,1
"7430",0,0,0
"7431",1,1,1
"7432",1,1,0
"7433",1,1,1
"7434",1,1,1
"7435",1,0,0
"7436",1,0,1
"7437",1,0,1
"7438",0,0,0
"7439",1,1,1
"7440",1,1,1
"7441",1,1,1
"7442",1,1,1
"7443",1,1,1
"7444",0,0,0
"7445",1,1,1
"7446",0,0,0
"7447",0,1,0
"7448",1,1,1
"7449",0,0,0
"7450",1,1,1
"7451",0,0,1
"7452",1,1,1
"7453",1,1,1
"7454",1,1,1
"7455",1,1,1
"7456",1,1,1
"7457",0,0,0
"7458",1,1,1
"7459",1,1,1
"7460",1,1,0
"7461",1,1,1
"7462",0,0,0
"7463",0,1,1
"7464",0,1,0
"7465",1,1,1
"7466",1,1,1
"7467",0,0,0
"7468",1,1,1
"7469",1,1,1
"7470",1,1,1
"7471",1,1,1
"7472",1,1,1
"7473",0,0,0
"7474",1,1,1
"7475",1,1,1
"7476",1,1,1
"7477",1,1,1
"7478",1,1,1
"7479",1,0,1
"7480",0,1,0
"7481",0,1,0
"7482",1,1,1
"7483",0,1,1
"7484",0,1,0
"7485",1,0,1
"7486",0,1,0
"7487",1,0,1
"7488",0,1,1
"7489",0,1,0
"7490",0,1,1
"7491",0,0,0
"7492",0,0,0
"7493",0,0,1
"7494",0,0,0
"7495",1,1,1
"7496",1,1,1
"7497",1,1,1
"7498",1,1,1
"7499",0,1,1
"7500",1,1,1
"7501",1,1,1
"7502",1,1,1
"7503",1,0,1
"7504",1,1,1
"7505",0,1,1
"7506",1,0,0
"7507",0,1,0
"7508",1,0,1
"7509",1,1,1
"7510",0,0,1
"7511",1,1,1
"7512",1,1,1
"7513",0,0,0
"7514",0,1,1
"7515",1,1,1
"7516",0,0,0
"7517",0,0,0
"7518",1,0,1
"7519",0,0,0
"7520",0,0,0
"7521",0,1,1
"7522",1,0,1
"7523",1,1,1
"7524",1,1,0
"7525",1,1,1
"7526",1,1,1
"7527",1,1,1
"7528",1,1,1
"7529",1,1,1
"7530",1,1,1
"7531",1,0,1
"7532",0,0,0
"7533",1,1,1
"7534",1,0,1
"7535",1,1,1
"7536",1,1,1
"7537",0,0,0
"7538",1,1,1
"7539",0,1,0
"7540",1,1,1
"7541",1,1,1
"7542",0,0,0
"7543",0,0,0
"7544",0,1,1
"7545",1,1,1
"7546",0,1,1
"7547",1,1,1
"7548",1,1,1
"7549",1,1,1
"7550",1,0,1
"7551",1,1,1
"7552",1,0,0
"7553",0,0,0
"7554",1,1,1
"7555",0,1,1
"7556",1,1,1
"7557",1,1,1
"7558",1,1,1
"7559",1,0,1
"7560",1,1,1
"7561",0,1,1
"7562",1,0,0
"7563",0,1,1
"7564",0,1,1
"7565",0,0,1
"7566",1,1,1
"7567",1,1,1
"7568",1,0,0
"7569",1,0,1
"7570",0,0,1
"7571",0,0,0
"7572",1,1,1
"7573",1,1,1
"7574",1,1,1
"7575",0,0,0
"7576",1,1,1
"7577",1,0,1
"7578",1,0,1
"7579",1,1,0
"7580",0,0,0
"7581",1,1,1
"7582",1,1,0
"7583",1,1,1
"7584",1,1,1
"7585",1,1,1
"7586",1,1,1
"7587",1,1,1
"7588",0,1,1
"7589",0,1,1
"7590",1,1,1
"7591",0,0,0
"7592",0,1,1
"7593",0,1,0
"7594",1,0,1
"7595",0,1,1
"7596",1,1,1
"7597",1,1,1
"7598",1,1,1
"7599",0,0,1
"7600",1,1,1
"7601",1,0,1
"7602",0,1,0
"7603",0,0,0
"7604",1,0,1
"7605",1,0,1
"7606",1,0,1
"7607",1,1,1
"7608",0,0,0
"7609",1,1,1
"7610",1,1,1
"7611",1,0,1
"7612",1,1,1
"7613",0,1,0
"7614",0,0,1
"7615",1,0,1
"7616",1,0,1
"7617",1,1,1
"7618",1,0,1
"7619",1,0,0
"7620",0,1,1
"7621",1,1,1
"7622",0,0,1
"7623",0,1,1
"7624",0,0,0
"7625",1,1,1
"7626",1,1,1
"7627",0,0,1
"7628",0,0,1
"7629",1,0,0
"7630",1,1,0
"7631",1,1,1
"7632",0,1,0
"7633",0,1,0
"7634",1,1,1
"7635",1,1,1
"7636",1,1,1
"7637",0,0,1
"7638",1,1,1
"7639",0,0,0
"7640",1,1,1
"7641",1,1,1
"7642",0,1,1
"7643",1,1,1
"7644",0,0,0
"7645",1,1,1
"7646",1,1,1
"7647",1,1,1
"7648",1,0,0
"7649",0,1,1
"7650",1,1,1
"7651",1,1,1
"7652",1,1,1
"7653",1,0,1
"7654",1,1,1
"7655",0,0,0
"7656",0,0,0
"7657",0,0,0
"7658",1,0,1
"7659",1,0,1
"7660",1,1,1
"7661",0,1,1
"7662",1,1,1
"7663",1,1,1
"7664",1,1,0
"7665",0,0,0
"7666",1,1,1
"7667",0,0,0
"7668",1,1,1
"7669",0,0,0
"7670",1,1,0
"7671",1,1,1
"7672",1,0,1
"7673",0,1,0
"7674",1,1,1
"7675",1,1,1
"7676",1,0,0
"7677",0,0,0
"7678",1,0,0
"7679",1,0,1
"7680",1,1,1
"7681",1,0,1
"7682",1,1,0
"7683",1,0,1
"7684",0,0,0
"7685",1,0,1
"7686",1,1,0
"7687",0,0,0
"7688",1,0,1
"7689",1,0,0
"7690",1,1,1
"7691",0,1,1
"7692",1,1,1
"7693",0,1,0
"7694",1,1,1
"7695",0,1,1
"7696",1,1,1
"7697",1,0,0
"7698",1,1,1
"7699",1,1,1
"7700",1,1,1
"7701",0,1,0
"7702",0,1,0
"7703",0,1,1
"7704",1,1,1
"7705",0,0,0
"7706",1,0,0
"7707",0,1,1
"7708",0,1,0
"7709",1,0,1
"7710",1,1,1
"7711",1,1,1
"7712",0,1,1
"7713",1,1,1
"7714",1,0,1
"7715",0,1,1
"7716",0,0,1
"7717",1,1,1
"7718",1,0,1
"7719",1,1,1
"7720",0,0,0
"7721",1,1,1
"7722",1,1,1
"7723",0,1,1
"7724",0,0,0
"7725",1,1,0
"7726",1,1,1
"7727",1,0,1
"7728",0,0,1
"7729",0,0,0
"7730",1,1,1
"7731",1,1,1
"7732",1,1,1
"7733",1,1,1
"7734",1,1,1
"7735",0,1,1
"7736",1,1,1
"7737",1,0,1
"7738",1,0,0
"7739",1,1,1
"7740",0,0,0
"7741",1,1,1
"7742",1,0,1
"7743",0,0,0
"7744",0,0,0
"7745",1,0,1
"7746",1,1,1
"7747",1,1,1
"7748",1,1,1
"7749",1,1,1
"7750",0,0,0
"7751",1,1,0
"7752",1,1,1
"7753",0,0,0
"7754",1,1,1
"7755",0,1,1
"7756",0,1,1
"7757",1,1,1
"7758",1,0,1
"7759",1,1,1
"7760",1,0,1
"7761",0,0,0
"7762",1,1,1
"7763",1,1,1
"7764",1,0,1
"7765",0,0,0
"7766",0,1,1
"7767",0,1,1
"7768",1,1,1
"7769",1,0,1
"7770",0,1,0
"7771",0,1,1
"7772",0,0,0
"7773",1,1,1
"7774",1,1,1
"7775",1,1,1
"7776",1,1,1
"7777",1,1,1
"7778",0,0,0
"7779",1,1,1
"7780",0,0,0
"7781",1,1,1
"7782",1,1,1
"7783",0,1,0
"7784",0,1,0
"7785",1,0,1
"7786",0,0,0
"7787",0,0,0
"7788",1,1,1
"7789",1,0,1
"7790",1,1,1
"7791",1,0,0
"7792",0,0,0
"7793",0,1,1
"7794",0,0,0
"7795",1,1,1
"7796",1,1,1
"7797",1,1,1
"7798",0,0,0
"7799",1,1,1
"7800",1,1,1
"7801",0,1,0
"7802",1,1,1
"7803",1,1,1
"7804",1,0,0
"7805",1,1,1
"7806",0,1,1
"7807",0,0,0
"7808",0,0,0
"7809",1,1,1
"7810",1,0,1
"7811",1,1,1
"7812",1,1,1
"7813",0,0,0
"7814",1,1,1
"7815",1,0,1
"7816",1,0,1
"7817",0,0,0
"7818",1,1,1
"7819",1,1,1
"7820",1,1,1
"7821",1,0,1
"7822",0,0,0
"7823",0,1,0
"7824",1,1,1
"7825",1,1,1
"7826",1,1,1
"7827",1,0,1
"7828",0,0,0
"7829",1,0,1
"7830",0,0,0
"7831",0,1,0
"7832",0,1,0
"7833",0,1,1
"7834",0,0,0
"7835",1,1,1
"7836",0,0,0
"7837",0,0,0
"7838",1,1,1
"7839",0,0,0
"7840",0,1,1
"7841",1,1,1
"7842",1,1,1
"7843",1,1,1
"7844",0,0,0
"7845",1,1,1
"7846",0,1,1
"7847",1,1,1
"7848",1,0,1
"7849",1,1,1
"7850",0,0,0
"7851",1,1,0
"7852",1,1,1
"7853",1,1,1
"7854",1,0,1
"7855",1,1,1
"7856",1,1,1
"7857",1,0,1
"7858",0,0,0
"7859",0,0,0
"7860",1,0,1
"7861",1,1,1
"7862",0,0,1
"7863",1,1,1
"7864",0,0,0
"7865",1,0,1
"7866",1,0,1
"7867",1,1,1
"7868",0,0,1
"7869",1,0,0
"7870",1,1,1
"7871",0,1,1
"7872",0,0,0
"7873",0,0,0
"7874",0,0,0
"7875",1,1,1
"7876",0,1,1
"7877",1,1,1
"7878",0,0,0
"7879",1,0,1
"7880",1,1,1
"7881",1,1,1
"7882",1,0,0
"7883",0,0,0
"7884",1,1,1
"7885",1,1,1
"7886",1,0,1
"7887",0,0,0
"7888",1,0,1
"7889",1,1,1
"7890",0,1,1
"7891",0,1,0
"7892",1,1,1
"7893",0,1,1
"7894",0,1,1
"7895",0,0,0
"7896",0,1,1
"7897",0,1,0
"7898",0,0,0
"7899",0,1,1
"7900",1,1,1
"7901",1,0,1
"7902",1,1,1
"7903",1,1,1
"7904",1,1,1
"7905",0,0,0
"7906",1,1,1
"7907",0,1,1
"7908",0,1,1
"7909",0,0,0
"7910",1,1,1
"7911",1,1,1
"7912",0,1,1
"7913",1,0,1
"7914",0,0,0
"7915",1,1,1
"7916",0,0,0
"7917",0,1,1
"7918",0,0,0
"7919",1,0,0
"7920",1,0,0
"7921",1,1,1
"7922",1,0,1
"7923",0,1,1
"7924",0,1,0
"7925",0,1,1
"7926",0,1,0
"7927",1,1,1
"7928",1,0,1
"7929",1,0,0
"7930",0,1,1
"7931",1,1,1
"7932",1,1,1
"7933",1,0,1
"7934",0,1,1
"7935",1,1,1
"7936",1,1,1
"7937",0,1,1
"7938",1,0,1
"7939",0,1,0
"7940",0,1,1
"7941",1,0,1
"7942",1,1,1
"7943",1,1,1
"7944",0,0,0
"7945",0,1,1
"7946",1,1,1
"7947",1,0,1
"7948",0,0,1
"7949",1,0,1
"7950",1,0,1
"7951",0,1,1
"7952",0,0,0
"7953",1,0,1
"7954",1,1,1
"7955",0,1,1
"7956",1,1,1
"7957",0,1,1
"7958",1,1,1
"7959",1,1,1
"7960",1,1,1
"7961",1,1,1
"7962",1,1,1
"7963",1,0,1
"7964",0,0,0
"7965",1,1,1
"7966",0,1,0
"7967",0,0,0
"7968",0,0,0
"7969",1,1,1
"7970",0,1,0
"7971",1,0,1
"7972",0,1,1
"7973",1,1,1
"7974",0,0,0
"7975",1,1,1
"7976",0,0,0
"7977",1,1,1
"7978",1,1,1
"7979",0,0,0
"7980",1,1,1
"7981",1,0,1
"7982",0,1,1
"7983",1,0,0
"7984",0,1,1
"7985",1,0,1
"7986",1,1,1
"7987",1,0,1
"7988",0,0,0
"7989",0,0,0
"7990",1,1,1
"7991",1,0,0
"7992",1,1,1
"7993",0,1,0
"7994",1,1,1
"7995",0,0,0
"7996",1,1,1
"7997",1,1,1
"7998",1,1,1
"7999",0,1,1
"8000",1,0,1
"8001",1,1,1
"8002",1,1,1
"8003",0,0,0
"8004",1,1,1
"8005",0,1,1
"8006",1,0,0
"8007",0,1,0
"8008",1,1,1
"8009",1,1,1
"8010",0,0,0
"8011",0,1,0
"8012",1,1,1
"8013",1,0,1
"8014",1,0,1
"8015",1,1,1
"8016",0,1,1
"8017",1,1,1
"8018",1,1,1
"8019",0,1,1
"8020",1,0,1
"8021",1,0,0
"8022",1,1,1
"8023",0,0,0
"8024",1,1,1
"8025",0,0,0
"8026",0,1,1
"8027",1,1,1
"8028",0,0,0
"8029",1,0,1
"8030",1,1,1
"8031",1,0,0
"8032",1,1,1
"8033",1,1,1
"8034",1,1,1
"8035",0,1,1
"8036",1,1,1
"8037",0,0,0
"8038",0,1,1
"8039",1,1,1
"8040",1,1,1
"8041",0,1,0
"8042",1,1,0
"8043",0,0,0
"8044",0,1,1
"8045",0,0,0
"8046",1,1,1
"8047",1,0,1
"8048",0,0,1
"8049",1,0,1
"8050",1,1,1
"8051",1,1,1
"8052",0,0,1
"8053",0,1,0
"8054",1,0,1
"8055",1,1,1
"8056",0,1,0
"8057",1,0,0
"8058",1,1,1
"8059",1,1,1
"8060",1,1,1
"8061",1,0,0
"8062",0,0,0
"8063",1,1,1
"8064",1,1,1
"8065",1,1,1
"8066",1,1,1
"8067",1,1,1
"8068",1,1,1
"8069",0,1,1
"8070",0,0,0
"8071",0,0,1
"8072",1,0,1
"8073",0,1,0
"8074",1,1,1
"8075",1,0,0
"8076",0,0,0
"8077",1,1,1
"8078",1,0,1
"8079",1,1,1
"8080",1,1,1
"8081",1,0,1
"8082",0,0,0
"8083",1,1,1
"8084",1,0,1
"8085",0,1,1
"8086",1,1,1
"8087",1,0,0
"8088",1,0,1
"8089",0,1,1
"8090",1,1,1
"8091",0,0,0
"8092",0,1,1
"8093",1,1,1
"8094",0,0,0
"8095",0,1,1
"8096",0,0,0
"8097",1,0,1
"8098",1,1,1
"8099",1,0,1
"8100",1,0,1
"8101",0,1,1
"8102",1,1,1
"8103",1,0,1
"8104",1,1,1
"8105",0,0,0
"8106",0,0,0
"8107",0,1,1
"8108",0,0,1
"8109",0,1,0
"8110",0,0,0
"8111",0,0,0
"8112",0,1,1
"8113",1,1,1
"8114",0,0,0
"8115",1,0,1
"8116",1,1,1
"8117",1,1,1
"8118",1,1,1
"8119",0,1,0
"8120",1,1,1
"8121",1,1,1
"8122",0,0,0
"8123",0,0,0
"8124",0,0,0
"8125",0,1,1
"8126",1,1,1
"8127",0,0,0
"8128",1,1,1
"8129",1,0,0
"8130",1,1,1
"8131",0,0,0
"8132",0,0,0
"8133",0,0,1
"8134",0,0,0
"8135",0,0,1
"8136",1,1,1
"8137",0,0,0
"8138",0,0,1
"8139",0,1,1
"8140",1,0,0
"8141",1,1,1
"8142",1,0,1
"8143",1,1,1
"8144",1,1,1
"8145",1,1,1
"8146",0,0,0
"8147",1,1,1
"8148",1,1,1
"8149",1,1,1
"8150",1,0,0
"8151",1,0,1
"8152",0,1,1
"8153",1,1,1
"8154",0,0,1
"8155",0,1,1
"8156",0,0,0
"8157",1,1,1
"8158",1,0,1
"8159",0,0,0
"8160",1,1,1
"8161",0,1,1
"8162",0,0,0
"8163",0,0,0
"8164",1,1,1
"8165",1,1,1
"8166",1,0,1
"8167",1,1,1
"8168",0,1,1
"8169",1,1,1
"8170",0,0,0
"8171",0,0,1
"8172",1,1,1
"8173",1,1,0
"8174",1,1,1
"8175",1,1,1
"8176",0,0,0
"8177",1,1,1
"8178",1,1,1
"8179",0,0,0
"8180",0,1,0
"8181",0,1,1
"8182",1,0,1
"8183",1,1,1
"8184",1,1,1
"8185",1,1,1
"8186",1,1,1
"8187",1,0,0
"8188",0,0,1
"8189",1,1,1
"8190",0,1,1
"8191",1,1,1
"8192",1,1,1
"8193",0,0,0
"8194",0,0,0
"8195",1,1,1
"8196",1,1,1
"8197",1,1,1
"8198",1,0,1
"8199",0,0,0
"8200",0,0,0
"8201",1,0,1
"8202",1,0,1
"8203",0,1,1
"8204",1,1,1
"8205",0,0,0
"8206",0,1,1
"8207",1,1,1
"8208",1,1,1
"8209",1,1,1
"8210",0,1,1
"8211",1,1,1
"8212",1,1,1
"8213",0,1,1
"8214",0,1,1
"8215",0,1,1
"8216",0,0,1
"8217",0,0,0
"8218",1,1,1
"8219",0,0,0
"8220",1,1,1
"8221",1,1,1
"8222",1,1,1
"8223",1,1,0
"8224",0,0,0
"8225",0,0,0
"8226",1,1,1
"8227",0,1,1
"8228",1,1,1
"8229",1,0,0
"8230",1,1,1
"8231",1,1,1
"8232",1,1,1
"8233",0,1,1
"8234",1,1,1
"8235",0,1,1
"8236",1,1,1
"8237",0,0,0
"8238",1,0,1
"8239",1,1,1
"8240",0,0,0
"8241",0,1,1
"8242",1,1,1
"8243",1,1,1
"8244",1,1,1
"8245",1,1,1
"8246",1,1,1
"8247",0,0,0
"8248",0,0,0
"8249",1,0,0
"8250",0,0,0
"8251",0,1,0
"8252",0,1,1
"8253",1,1,1
"8254",1,1,1
"8255",0,0,0
"8256",1,1,1
"8257",1,1,1
"8258",1,1,1
"8259",0,0,0
"8260",1,0,0
"8261",1,1,1
"8262",1,1,1
"8263",1,1,1
"8264",0,0,0
"8265",1,1,1
"8266",1,1,1
"8267",1,1,1
"8268",1,1,1
"8269",1,1,1
"8270",0,0,0
"8271",0,1,1
"8272",1,1,1
"8273",0,0,0
"8274",0,1,1
"8275",0,0,0
"8276",1,1,1
"8277",1,1,1
"8278",0,1,1
"8279",1,0,0
"8280",1,1,1
"8281",0,0,0
"8282",1,0,1
"8283",1,0,1
"8284",0,1,0
"8285",1,1,1
"8286",1,1,1
"8287",1,1,1
"8288",1,1,1
"8289",1,1,1
"8290",1,1,1
"8291",1,1,1
"8292",0,1,1
"8293",1,1,1
"8294",0,0,0
"8295",0,0,0
"8296",1,0,1
"8297",1,1,1
"8298",1,1,1
"8299",1,1,1
"8300",1,1,1
"8301",1,1,1
"8302",1,0,1
"8303",1,1,1
"8304",0,1,1
"8305",1,1,1
"8306",0,0,0
"8307",1,1,1
"8308",1,0,0
"8309",1,1,1
"8310",1,0,1
"8311",1,1,1
"8312",1,1,1
"8313",1,1,1
"8314",0,1,1
"8315",0,0,0
"8316",0,0,0
"8317",1,1,1
"8318",0,1,0
"8319",1,1,1
"8320",0,1,1
"8321",1,1,1
"8322",1,0,1
"8323",0,0,0
"8324",1,0,1
"8325",1,0,1
"8326",1,0,1
"8327",0,1,1
"8328",1,0,1
"8329",0,1,0
"8330",0,1,1
"8331",0,0,0
"8332",0,1,1
"8333",1,1,1
"8334",0,1,0
"8335",1,0,1
"8336",0,1,1
"8337",1,1,1
"8338",0,0,0
"8339",1,1,1
"8340",1,1,1
"8341",0,1,0
"8342",0,0,0
"8343",1,1,1
"8344",1,0,0
"8345",1,1,1
"8346",0,0,0
"8347",1,1,1
"8348",0,1,1
"8349",1,1,1
"8350",1,1,1
"8351",1,1,1
"8352",1,1,1
"8353",0,1,1
"8354",1,0,1
"8355",1,1,1
"8356",1,1,1
"8357",1,1,1
"8358",0,0,0
"8359",1,0,1
"8360",0,1,0
"8361",0,1,1
"8362",1,0,0
"8363",1,0,1
"8364",1,1,1
"8365",1,0,1
"8366",0,1,0
"8367",0,0,0
"8368",0,1,0
"8369",0,0,1
"8370",0,0,0
"8371",0,1,1
"8372",0,1,0
"8373",0,1,1
"8374",1,1,1
"8375",0,0,0
"8376",1,1,1
"8377",1,1,1
"8378",0,0,1
"8379",0,0,1
"8380",1,0,1
"8381",1,0,0
"8382",1,1,1
"8383",1,1,1
"8384",1,1,1
"8385",0,1,0
"8386",0,0,1
"8387",1,1,1
"8388",1,1,1
"8389",1,0,1
"8390",0,0,0
"8391",0,0,0
"8392",1,0,1
"8393",1,1,1
"8394",0,1,1
"8395",1,0,0
"8396",1,1,1
"8397",0,0,0
"8398",1,1,1
"8399",1,0,1
"8400",1,1,1
"8401",1,1,1
"8402",1,1,1
"8403",0,0,0
"8404",1,0,1
"8405",0,1,0
"8406",1,1,1
"8407",0,0,0
"8408",1,0,1
"8409",0,0,0
"8410",1,1,1
"8411",1,1,1
"8412",1,1,1
"8413",0,1,1
"8414",0,1,1
"8415",1,1,1
"8416",0,1,0
"8417",1,1,1
"8418",0,1,1
"8419",1,1,1
"8420",1,1,1
"8421",0,1,0
"8422",0,0,0
"8423",1,0,1
"8424",0,1,0
"8425",1,1,1
"8426",1,1,1
"8427",1,1,1
"8428",1,0,0
"8429",0,0,0
"8430",1,1,1
"8431",1,0,0
"8432",1,0,1
"8433",0,1,0
"8434",0,0,0
"8435",0,0,0
"8436",1,0,1
"8437",0,0,0
"8438",1,1,1
"8439",0,0,0
"8440",0,0,0
"8441",0,1,1
"8442",1,0,1
"8443",1,1,1
"8444",0,1,0
"8445",0,0,0
"8446",1,1,1
"8447",0,1,0
"8448",1,1,1
"8449",0,1,1
"8450",1,1,1
"8451",1,1,1
"8452",1,0,1
"8453",0,0,1
"8454",1,0,1
"8455",0,1,1
"8456",0,1,1
"8457",0,1,0
"8458",1,1,1
"8459",1,1,1
"8460",1,1,1
"8461",0,1,0
"8462",1,1,1
"8463",0,1,1
"8464",1,0,1
"8465",0,1,0
"8466",1,0,1
"8467",1,1,1
"8468",1,1,1
"8469",1,0,1
"8470",0,0,0
"8471",1,1,1
"8472",1,1,1
"8473",1,1,1
"8474",1,1,1
"8475",0,1,1
"8476",1,1,1
"8477",1,1,1
"8478",1,1,1
"8479",0,1,1
"8480",1,1,1
"8481",1,1,1
"8482",1,1,1
"8483",0,0,0
"8484",1,1,1
"8485",0,1,0
"8486",0,0,0
"8487",1,1,1
"8488",1,1,1
"8489",1,1,1
"8490",1,0,0
"8491",1,0,1
"8492",1,1,1
"8493",1,1,1
